OBJECTID,Platted_Name,Subdivision,Phase,Section,Case_Number,Recorded_Date,Document1,Document2,Legal_Acres,Recorded_County1,Recorded_County2,Book,Page,Res_Lots,Comm_Lots,Total_Lots,Development_Status,MF_Category,MF_Complex_Name,Accepted_Subd,Addressing_Status,Address_Release_Date,City_Jurisdiction,County_Jurisdiction,Geometry_Source,Subdivision_Category,Platted_Name_UC,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ResLotsApprox
728,Horizon Park Sec 7,HORIZON PARK,,"7",,8/18/2003,2003079686,,22.894,Williamson,,X,"375",98,0,100,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,HORIZON PARK SEC 7,{FFC6C48E-0050-46D4-A61A-B65CB3337B86},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
729,Lakeline Ranch Ph 7 (Amd),LAKELINE RANCH,"7",<Null>,,10/24/2005,2005085682,,24.393,Williamson,,AA,"377",79,0,82,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,LAKELINE RANCH PH 7 (AMD),{92164E5E-07B2-4F54-AC04-012E6CF0188C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
731,Horizon Park Sec 6,HORIZON PARK,,"6",,11/14/2002,2002090324,,23.373,Williamson,,W,"327",100,0,101,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,HORIZON PARK SEC 6,{A39DB47D-B3B9-4EDC-AB17-F803817CD0C6},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
732,Westwood Sec 6,WESTWOOD,,"6",,6/17/2002,2002045703,,11.847,Williamson,,W,"69",61,0,61,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,WESTWOOD SEC 6,{1FD20A2A-52F9-4F84-8942-9D26B9AA231F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
733,Westwood Sec 7,WESTWOOD,,"7",,6/17/2002,2002045787,,10.53,Williamson,,W,"72",48,0,48,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,WESTWOOD SEC 7,{DA5DB8E9-C17B-4C46-82CE-0E5BC886035F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
734,Mason Addition To The Town Of Leander,LISD,<Null>,<Null>,,7/27/1911,0,,0,Williamson,,A,"24",6,0,6,DEV,,,Yes,REL,,City,W,WCAD,COM,MASON ADDITION TO THE TOWN OF LEANDER,{55FE2F2A-02F0-47AF-A732-7D01FC7B4410},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
735,Horizon Park Sec 7 Lots 102-109 Amd,HORIZON PARK,,"7",,10/14/2003,2003100391,,2.008,Williamson,,Y,"36",7,0,8,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,HORIZON PARK SEC 7 LOTS 102-109 AMD,{FCB22B0A-9CF9-4D1F-8DCE-76A6DD871636},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
738,The Bluffs Of Sandy Creek Sec II,BLUFFS AT SANDY CREEK,,"2",,1/12/2006,,,,Travis,,,,,,,DEV,N/A,N/A,,RELTC,,ETJ,W,TCAD,SF,THE BLUFFS OF SANDY CREEK SEC II,{7645BC9D-31F9-4EA5-A547-10BB3775EFCA},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
740,Grand Mesa at Crystal Falls 2 Sect 6 Lots 1 & 2 Blk L Amd,GRAND MESA AT CRYSTAL FALLS,"2","6",,8/18/2008,,200800122TR,3.4638,Travis,,,,1,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,GRAND MESA AT CRYSTAL FALLS 2 SECT 6 LOTS 1 & 2 BLK L AMD,{DBE9CB83-D88F-42E5-BC67-73EF37373E5E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
741,Lot 27A Grand Mesa at Crystal Falls 2 Sec 6 Lt 19 Bk E & Lt 27 Blk K Grand Mesa At Crystal Falls Ii Sec 7 Amd,GRAND MESA AT CRYSTAL FALLS,"2","6",,6/16/2014,,201400104TR,,Travis,,,,1,,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,LOT 27A GRAND MESA AT CRYSTAL FALLS 2 SEC 6 LT 19 BK E & LT 27 BLK K GRAND MESA AT CRYSTAL FALLS II SEC 7 AMD,{C58AE4AF-C877-4C0A-92D2-46611E93303C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
743,Bagdad Station Lot 2,BAGDAD STATION,,,,4/15/1985,2022012041,,6.17,Williamson,,,,0,1,1,UC,,,Yes,,,City,W,WCAD,COM,BAGDAD STATION LOT 2,{ADDA85E3-B8CF-4F11-AD05-08DBAD1CF86B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
744,Beaucrest Sec 1,GLENWOOD APARTMENTS (AKA BEAUCREST),<Null>,"1",21-SD-031,5/5/1987,1987017722,,5.876,Williamson,,I,"222",0,2,2,ADDR,APT,Glenwood Apartments aka Beaucrest,Yes,REL,2022/06/23 00:00:00+00,City,W,WCAD,MULTI,BEAUCREST SEC 1,{49B26B1D-9CB3-4008-B3D6-9ACD64397977},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
746,"Bagdad Station, Lot 1 Amended & 4.507 Acres Out Of The Cochran, C. Survey Amended",BAGDAD STATION,,,,12/27/2010,2010086951,,14.7,Williamson,,,,0,1,1,DEV,,,Yes,REL,,City,W,WCAD,COM,"BAGDAD STATION, LOT 1 AMENDED & 4.507 ACRES OUT OF THE COCHRAN, C. SURVEY AMENDED",{DDF58DEE-4215-456E-9758-6DC40D7B1404},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
747,Blueline Park,BLUELINE PARK,<Null>,<Null>,22-SD-002,,0,,0,Williamson,,FF,,0,0,0,,,,,REL,,City,W,WCAD,COM,BLUELINE PARK,{CD4A3C4D-504E-488F-A7E7-D444A8BF2764},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
748,Bagdad Meadows,BAGDAD MEADOWS,,,,8/15/1978,0,,3.766,Williamson,,D,"136",0,4,4,DEV,,,Yes,REL,,City,W,WCAD,COM,BAGDAD MEADOWS,{E7135FA4-2A29-4E7F-BB63-24DE7A038DF0},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
749,Bagdad Commercial Park Lots 1 And 2 Block A Replat And Tracts 3-5 Of The SJ Dover Survey,BAGDAD COMMERCIAL PARK,,,,8/7/2006,2006066832,,3.154,Williamson,,,,0,11,11,DEV,,,Yes,REL,,City,W,WCAD,COM,BAGDAD COMMERCIAL PARK LOTS 1 AND 2 BLOCK A REPLAT AND TRACTS 3-5 OF THE SJ DOVER SURVEY,{E38A675F-17A1-40C4-B018-75A9DAF70621},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
751,Bagdad Commercial Park Sec 1,BAGDAD COMMERCIAL PARK,,,,6/2/1986,0,,4.74,Williamson,,,"205",0,10,0,,,,,REL,,City,W,WCAD,COM,BAGDAD COMMERCIAL PARK SEC 1,{6D9B7D42-C8AA-4934-B118-14E9CF559B58},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
752,Bagdad Plaza Llc,BAGDAD PLAZA LLC,,,,1/23/2020,2020007027,,2.8,Williamson,,,,0,1,1,P,,,,,,City,W,WCAD,COM,BAGDAD PLAZA LLC,{30E8D038-9CDD-4C22-8009-487FBF2231A9},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
753,Barnett Professional Plaza,BARNETT PROFESSIONAL PLAZA,<Null>,<Null>,20-PICP-022,2/8/2021,2021101004,,5.843,Williamson,,,,0,2,2,UC,,,Yes,REL,,City,W,WCAD,COM,BARNETT PROFESSIONAL PLAZA,{C6DC1639-F80C-4836-BCEF-0FE025A5E459},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
754,Bagdad Falls Sub Lt 2,BAGDAD FALLS,,,,9/30/2011,2011065753,,1.106,Williamson,,,,0,1,1,DEV,,,Yes,REL,,City,W,WCAD,COM,BAGDAD FALLS SUB LT 2,{6AC49FDD-0F12-41B6-BE01-CB33636FE0A8},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
755,Bagdad Falls Sub Lt 1,BAGDAD FALLS,,,,3/18/2008,2008020586,,2.774,Williamson,,,210-211,0,1,1,DEV,,,Yes,REL,,City,W,WCAD,COM,BAGDAD FALLS SUB LT 1,{98B0371C-EE25-4AAE-BC46-FCFFA7F4AD8A},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
756,Bee Sting,BEE STING,<Null> , <Null>,,3/10/2021,2021034030,,6.15,Williamson,,,,2,0,2,DEV,N/A,N/A,,RELWC,,ETJ,W,WCAD,SF,BEE STING,{7DBE236D-38F2-4F78-80D0-B7D2077BB86C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
758,Bagdad Station (Unrecorded),BAGDAD STATION (UNRECORDED),,,,Unrecorded,0,,0,Williamson,,,,0,0,0,DEV,,,Yes,REL,,City,W,WCAD,MIX,BAGDAD STATION (UNRECORDED),{2F4F2812-2646-4383-BD78-CF33E8C36099},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
761,Beaucrest Sec 1,BEAUCREST,<Null>,"1",,5/5/1987,1987017722,,5.876,Williamson,,I,"222",0,2,2,DEV,,Beaucrest,,REL,,City,W,WCAD,MIX,BEAUCREST SEC 1,{FC743CC8-C26D-4BB1-9147-56B09CCF3632},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
775,Family Dollar,CONNIES COMMERCIAL,,<Null>,,1/28/2004,2004006730,,1.826,Williamson,,Y,"199",0,2,2,DEV,,,Yes,REL,,City,W,WCAD,COM,FAMILY DOLLAR,{1B11388F-0023-4082-9096-218B2E64A975},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
776,Falcon Oaks Sec 2,FALCON OAKS,,"2",,2/18/1983,1983911007,,26.609,Williamson,,E,"177",27,0,27,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,FALCON OAKS SEC 2,{364E30D6-888A-4B8C-93EA-3A709BFF78BA},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
778,Commerce Commercial,LEANDER HEIGHTS,,<Null>,,12/5/1997,1997056214,,3.11,Williamson,,P,"114",0,3,3,DEV,,,Yes,REL,,City,W,WCAD,COM,COMMERCE COMMERCIAL,{6ECF88F9-ECD4-497A-81BF-462BE0C7FD3D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
779,Cold Springs 3,COLD SPRINGS,,"3",,3/28/2012,2012021835,,6.801,Williamson,,,,34,0,34,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COLD SPRINGS 3,{7B2517F8-9029-4A4B-AFCC-EC3267F4FD2B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
780,County Glen Sec 7,COUNTY GLEN,,"7",,5/3/1984,8504233,,9.3,Williamson,,F,"314",24,0,24,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COUNTY GLEN SEC 7,{2AAC72CB-FB14-4EE3-AB24-254D79541384},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
781,Crystal Crossing 1,CRYSTAL CROSSING,"1",<Null>,,11/9/2010,2011020824,,32.81,Williamson,,,,111,0,118,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,CRYSTAL CROSSING 1,{F018620D-B425-45B6-9DE0-6513602C645C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
782,Connellys Crossing 1B,CONNELLYS CROSSING,1B,<Null>,,12/9/2014,2014097942,,4.938,Williamson,,,,24,0,24,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,CONNELLYS CROSSING 1B,{C64F19E9-F06E-4405-89F9-F4C671366F4E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
784,Estates Of North Creek Ranch Sec 4,ESTATES OF NORTH CREEK RANCH,,"4",,11/15/2004,2004088494,,16.862,Williamson,,Z,"231",75,0,75,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,ESTATES OF NORTH CREEK RANCH SEC 4,{3E80CE40-CB38-4CD1-B4D3-60B878D1A244},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
785,El Dorado Village,EL DORADO VILLAGE,,,,11/27/1996,9661536,,1.576,Williamson,,N,"367",0,1,0,DEV,,,Yes,REL,,City,W,WCAD,COM,EL DORADO VILLAGE,{1B9FE987-20C6-4B64-B7C1-FF596F66182D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
786,Cold Springs 5,COLD SPRINGS,,"5",,9/17/2013,2013089271,,9.182,Williamson,,,,44,0,44,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COLD SPRINGS 5,{15206EE4-8196-4B53-BCD3-3C29CA12E468},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
787,County Glen Sec 4,COUNTY GLEN,,"4",,3/20/1979,0,,12.31,Williamson,,D,"210",32,0,32,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COUNTY GLEN SEC 4,{F74AC1F5-B076-49C6-A2D2-6C5FB53118AA},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
788,Glory Hill Amd,GLORY HILL,,<Null>,,10/8/1985,8538186,,20,Williamson,,G,"264",3,0,3,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,GLORY HILL AMD,{6CB21751-612C-41BF-BAC1-85645B64DB30},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
789,Falcon Oaks Sec 3,FALCON OAKS,,"3",,4/21/1983,1983904063,,29.73,Williamson,,E,"199",29,0,29,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,FALCON OAKS SEC 3,{458F3F4E-65F5-49AF-9ECD-61BDB18C660A},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
790,Friske,FRISKE,,<Null>,,7/10/1985,8525802,,2.835,Williamson,,G,"120",2,0,2,DEV,N/A,N/A,Yes,,,City,W,WCAD,SF,FRISKE,{BBB937FD-7C34-4B1A-A593-E31469110607},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
791,Falcon Oaks Sec 4,FALCON OAKS,,"4",,4/9/1985,8512418,,55.85,Williamson,,F,"351",60,0,60,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,FALCON OAKS SEC 4,{04EFF7E5-27CE-4C5C-800C-C9940DBD5BF9},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
792,County Glen Sec 2,COUNTY GLEN,,"2",,11/2/1978,0,,4.07,Williamson,,D,"175",10,0,10,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COUNTY GLEN SEC 2,{39C15C61-A3E3-4AE5-9DF7-E55BD7215CBC},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
794,El Dorado Village Lot 2,EL DORADO VILLAGE,,,,3/8/2001,2001020347,,0.6887,Williamson,,U,"112",0,1,1,DEV,,,Yes,REL,,City,W,WCAD,COM,EL DORADO VILLAGE LOT 2,{FB8FAD1E-221C-4D84-AFBD-3F6ADA90BF93},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
795,Cold Springs 4,COLD SPRINGS,,"4",,1/3/2013,2013005238,,13.884,Williamson,,,,55,0,58,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COLD SPRINGS 4,{79911DE0-4C56-453D-99AA-300C5496B0E2},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
796,Connellys Crossing 3,CONNELLYS CROSSING,"3",<Null>,,2/16/2015,2015033986,,7.333,Williamson,,,,44,0,44,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,CONNELLYS CROSSING 3,{EE87E8D7-9592-41C1-955F-80F868403382},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
797,Falcon Oaks Sec 1,FALCON OAKS,,"1",,9/21/1982,0,,54.44,Williamson,,E,"132",54,0,54,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,FALCON OAKS SEC 1,{C0AFD693-BB10-4150-97B4-8B75B1FE4AE3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
798,Crystal Crossing 3,CRYSTAL CROSSING,"3",<Null>,,1/16/2014,2014003409,,12.85,Williamson,,,,67,0,67,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,CRYSTAL CROSSING 3,{BB69F6E8-1724-4A12-AE43-E54633030DD4},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
799,County Glen Sec 1,COUNTY GLEN,,"1",,11/22/1976,0,,30.78,Williamson,,C,"233",70,0,70,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COUNTY GLEN SEC 1,{C02FB3E4-7475-4C33-909C-8FC697F23597},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
800,County Glen Sec 7 Lot 10 And 11,COUNTY GLEN,,"7",,9/20/2001,2001069647,,0,Williamson,,,"87",2,0,2,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COUNTY GLEN SEC 7 LOT 10 AND 11,{A66E37C1-C193-4D5B-948C-6BC471C15786},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
801,Falcon Oaks Sec 1 Lot 20 Block B Resub,FALCON OAKS ,,"20",, 9/21/1982,1982001226,,0,Williamson,,,,1,0,1,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,FALCON OAKS SEC 1 LOT 20 BLOCK B RESUB,{AE2A7F51-1276-4F2A-AD50-4319A8A3F57B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
802,County Glen Sec 8,COUNTY GLEN,,"8",,4/19/1985,8513994,,31.38,Williamson,,F,"379",80,0,80,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COUNTY GLEN SEC 8,{EE504355-1856-44BC-BCF0-3FB134FD3594},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
803,Dunkley,DUNKLEY,<Null>,<Null>,,8/16/1994,9444867,,20.0081,Williamson,,L,"150",0,3,3,NONE,N/A,N/A,,,,City,W,WCAD,COM,DUNKLEY,{90D2A12A-B1B6-42B4-A6A8-053B853A29A3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
804,Circle Diamond,CIRCLE DIAMOND,,<Null>,,4/27/2015,2017042198,,5.05,Williamson,,,,15,0,16,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,CIRCLE DIAMOND,{4933A38D-3F76-48DA-B3CA-5A1FE959F6FF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
806,Crystal Springs Ph 1,CRYSTAL SPRINGS,"1",<Null>,,7/12/2018,2018063153,,93.607,Williamson,,,,126,0,140,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,CRYSTAL SPRINGS PH 1,{B91E9BBF-5AC1-4FFA-817E-9BAF9049C186},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
807,Giddens Weskim Estates Lot 2 Replat,GIDDENS WESKIM ESTATES,,"2",,9/12/2006,2006079099,,2.63,Williamson,,CC,"142",2,0,2,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,GIDDENS WESKIM ESTATES LOT 2 REPLAT,{6ED29EA2-F230-432C-A897-CC686686862D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
808,County Glen Sec 5,COUNTY GLEN,,"5",,2/9/1984,8404258,,18.33,Williamson,,E,"365",43,0,43,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COUNTY GLEN SEC 5,{BE63EB6F-B3B8-4A17-8AB9-A5B18B976DB2},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
811,Commons At Crystal Falls Lot 2 Replat,COMMONS AT CRYSTAL FALLS,,<Null>,,3/17/2005,2005019571,,6.983,Williamson,,AA,"60",0,5,5,DEV,,,Yes,REL,,City,W,WCAD,COM,COMMONS AT CRYSTAL FALLS LOT 2 REPLAT,{9F47A284-B164-4D54-95F0-8A3950FE8B16},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
812,County Glen Sec 6 - Plat Modification,COUNTY GLEN,,<Null>,,,0,,0,Williamson,,,,0,0,0,DEV,,,Yes,REL,,City,W,WCAD,COM,COUNTY GLEN SEC 6 - PLAT MODIFICATION,{9E0A0F72-2722-4588-8A71-BAB240D49078},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
813,Cedar Ridge,CEDAR RIDGE APARMENTS,,<Null>,,6/27/2000,2000041188,,11.76,Williamson,,,,1,1,2,DEV,APT,Cedar Ridge Apartments,Yes,REL,,City,W,WCAD,MULTI,CEDAR RIDGE,{2A854314-5E97-441F-87C4-847E9FCE06A5},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
815,Connellys Crossing 2,CONNELLYS CROSSING,"2",<Null>,,12/5/2014,2014097116,,9.53,Williamson,,,,36,0,36,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,CONNELLYS CROSSING 2,{52DC4A34-5837-4567-96F3-3523D0D1011F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
816,County Glen Sec 3,COUNTY GLEN,,"3",,11/2/1978,0,,35.56,Williamson,,D,"176",85,0,85,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COUNTY GLEN SEC 3,{00F44414-C7C8-4450-BFD8-EE4A36125CBE},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
817,Denton,DENTON,<Null>,<Null>,,4/12/2001,2001025350,,1.72,Williamson,,U,"148",0,1,1,DEV,,,Yes,REL,,City,W,WCAD,COM,DENTON,{95479F12-9D62-483E-B62F-45C2AE0CF19C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
818,Cold Springs 2,COLD SPRINGS,,"2",,2/6/2012,2012008535,,53.03,Williamson,,,,20,2,31,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COLD SPRINGS 2,{039E6A03-79FD-4D07-8C14-E254DDAFBFC3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
819,Crystal Crossing 2,CRYSTAL CROSSING,"2",<Null>,,2/22/2013,2013015990,,13.8,Williamson,,,,60,0,62,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,CRYSTAL CROSSING 2,{565F8309-4494-4A6E-BF09-5FB9862A88AF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
822,Gateway,GATEWAY,,<Null>,,8/2/2007,2007065635,,41.251,Williamson,,DD,"260",0,11,11,DEV,,,Yes,REL,,City,W,WCAD,COM,GATEWAY,{D5A2C522-7814-4C16-9524-380C36F9E3AD},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
823,County Glen Sec 6,COUNTY GLEN,,"6",,4/23/1984,8412485,,30.33,Williamson,,E,"396",68,0,68,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,COUNTY GLEN SEC 6,{47551F53-53FE-45B8-A923-F6B4AAAE2002},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
824,Giddens Weskim Estates,GIDDENS WESKIM ESTATES,,<Null>,,7/7/1986,8626816,,9.23,Williamson,,H,"250",3,0,3,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,GIDDENS WESKIM ESTATES,{F1286755-6276-4AE7-AEFF-127821CA0B8A},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
826,Fairways Ph 1 At Crystal Falls 2,FAIRWAYS AT CRYSTAL FALLS,"1","2",,04/14/2005,200500112,,0,Williamson,,,,3,0,3,DEV,N/A,N/A,Yes,REL,,City,B,WCAD,SF,FAIRWAYS PH 1 AT CRYSTAL FALLS 2,{AA5396C0-1A84-4FD6-9F1B-D1AA38A05885},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
827,Estates Of North Creek Ranch Sec 3,ESTATES OF NORTH CREEK RANCH,,"3",,5/22/2003,2003047418,,11.886,Williamson,,X,"247",57,0,57,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,ESTATES OF NORTH CREEK RANCH SEC 3,{05BC755A-1258-4BC2-B571-505EDA9C4F21},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
